Dialogue_ID,split_group,Season,Episode,StartTime,EndTime,Speaker,Utterance,Emotion,Strategy,Utterance_ID,Frame_1,Frame_2,Frame_3,Frame_4,Frame_5,Frame_6,Frame_7,Frame_8,Frame_9,Frame_10,Frame_11,Frame_12,Audio
29,0,1,2,"00:17:56,798","00:18:22,170",Client,"I have a brother who's not too bright. He's a real estate agent. Whatever. Anyway, he's a great athlete. And he once proved to me... And he does his research, believe me. That all the great quarterbacks in the history of football were also the best-looking. Namath, Staubach, Cunningham... They're all really good-looking people. The best-Looking students in the class are often great athletes. You know why that is?",neutral,Communication Skills,0,,,,,,,,,,,,,
29,1,1,2,"00:18:23,860","00:18:39,578",Client,"It's got nothing to do with sports, really. When they got their gift from god, the father, or whoever the hell doles out the talent they got the whole package... Beauty, talent, character. That's how it is. It's an evolutionary thing.",joy,Open question,9,,,,,,,,,,,,,
29,2,1,2,"00:18:43,921","00:18:45,245",Client,Football's not my game.,joy,Open question,16,,,,,,,,,,,,,
30,0,1,2,"00:18:45,620","00:19:10,114",Client,"Running, of course, Wrestling, pole vault once upon a time. But now I am part of a military elite. Athletes may be popular but we are the <i>crème de la crème</i>. You have to understand that you're talking to a person here whose whole life was perfect. People in my line of work are born to excel, to be perfect. It wasn't our choice. It was life that chose us to be the best.",joy,Restatement,0,,,,,,,,,,,,,
30,1,1,2,"00:19:14,401","00:19:37,584",Client,"Yeah, you don't become a fighter pilot suddenly at age 20. At age seven or eight when you're in the third grade, you know you're talented. You know you're headed somewhere special. You are going to be the best. And it all lays out right in front of you... Top grades, varsity letters, you name it. I'm a topgun grad, you understand that? That training is not for pussies.",joy,Restatement,10,,,,,,,,,,,,,
30,3,1,2,"00:19:43,360","00:19:57,007",Client,"No, no, that's not... How much longer do we have?",neutral,Structuring the therapy,21,,,,,,,,,,,,,
31,0,1,2,"00:20:00,745","00:20:05,796",Client,"Okay, so here's my point... Finally. I came here to get your advice on something.",neutral,Communication Skills,0,,,,,,,,,,,,,
31,1,1,2,"00:20:08,774","00:20:14,591",Client,I decided to go there... To the target. You understand what i'm talking about here?,neutral,Restatement,3,,,,,,,,,,,,,
31,3,1,2,"00:20:19,485","00:20:22,724",Client,Madrasa. I wanna go back and take a look around.,neutral,Restatement,7,,,,,,,,,,,,,
31,4,1,2,"00:20:24,837","00:20:32,083",Client,Correct. I know what you're thinking so let me straighten this out for you. I don't have a guilty conscience. I already told you that. I sleep well at night. Very well.,neutral,Open question,10,,,,,,,,,,,,,
31,5,1,2,"00:20:34,750","00:20:55,777",Client,"I'm interested. From the moment I came out of that freezer, I knew I wanted to go back. And it came up in a conversationi had with daniel when he came to visit me at the hospital. He thinks, who knows, I'm gonna freak out or something. He thinks it's a crazy thing to do. And he said I need to see someone first. Psychologist, psychiatrist.",neutral,Restatement,14,,,,,,,,,,,,,
31,6,1,2,"00:20:57,927","00:21:10,090",Client,Not at all. I don't really think anyone will recognize me. But your picture's on the internet. No way. You saw the picture. It's totally ridiculous. My mother wouldn't recognize me from that picture. Not even michaela.,neutral,Open question,23,,,,,,,,,,,,,
31,7,1,2,"00:21:11,825","00:21:12,938",Client,My wife.,neutral,Open question,30,,,,,,,,,,,,,
31,8,1,2,"00:21:16,116","00:21:17,449",Client,What's she got to do with it?,neutral,Restatement,32,,,,,,,,,,,,,
31,9,1,2,"00:21:19,580","00:21:23,102",Client,"You know what? This is not for me. All this what do you feel, what do you think?",neutral,Restatement,34,,,,,,,,,,,,,
32,0,1,2,"00:21:23,242","00:21:27,224",Client,I asked you something. I came to you to consult about something very clear and specific.,anger,Restatement,0,,,,,,,,,,,,,
32,3,1,2,"00:21:33,581","00:21:36,407",Client,"Okay, yeah, yes.",neutral,Open question,5,,,,,,,,,,,,,
32,4,1,2,"00:21:39,766","00:21:44,996",Client,"Okay, do me a favor, don't make me into an idiot. What, I'm not taking responsibility?",anger,Restatement,7,,,,,,,,,,,,,
32,13,1,2,"00:22:11,505","00:22:25,206",Client,"Wait, are you trying to tell me that i'm asking you to be my commanding officer? Okay, i'll buy it. So, are you willing to... To be my CO? For $150 an hour?",joy,Self-disclosure,18,,,,,,,,,,,,,
32,16,1,2,"00:22:34,311","00:22:40,309",Client,"Oh, listen, you know what, just leave it alone. I can see i'm not gonna get anything useful out of you.",neutral,Open question,27,,,,,,,,,,,,,
33,0,1,2,"00:22:40,585","00:22:43,374",Client,And you're supposed to be the best?,depression,Self-disclosure,0,,,,,,,,,,,,,
33,8,1,2,"00:23:01,646","00:23:05,570",Client,"So, wait, wait. Now you're saying that you agree with daniel, That i've gone crazy?",depression,Open question,9,,,,,,,,,,,,,
33,9,1,2,"00:23:07,545","00:23:10,082",Client,How hard is a straight answer? I've got a plane to catch.,depression,Open question,12,,,,,,,,,,,,,
33,10,1,2,"00:23:14,012","00:23:23,256",Client,"Are you not listening to me? I am going back there. Nonstop, DC to Frankfurt, then Frankfurt-Amman, thursday morning, by charter, to Baghdad.",neutral,Restatement,14,,,,,,,,,,,,,
33,11,1,2,"00:23:25,976","00:23:31,441",Client,"Good morning, doctor. I'm going back as part of a church group, a charity.",joy,Restatement,19,,,,,,,,,,,,,
34,0,1,2,"00:23:32,168","00:23:37,103",Client,"I'm gonna be visiting those neighborhoods. No, no, this is not part of Navy protocol.",neutral,Open question,0,,,,,,,,,,,,,
34,4,1,2,"00:23:45,757","00:23:54,842",Client,"I don't know, almost three hours. Daniel wanted to quit. He's always going on about... your optimum pulse during exercise And he thought we shouldn't go over 85%.",depression,Interpretation,6,,,,,,,,,,,,,
34,12,1,2,"00:24:15,019","00:24:19,307",Client,"No, I have no problem flying again. In fact, i'm dying to get back into action.",depression,Open question,18,,,,,,,,,,,,,
34,17,1,2,"00:24:49,727","00:24:55,463",Client,Do they have any coffee around here? I could use a good cup of coffee.,depression,Structuring the therapy,25,,,,,,,,,,,,,
34,18,1,2,"00:25:01,633","00:25:03,720",Client,I still got a couple things i want to talk about.,depression,Structuring the therapy,28,,,,,,,,,,,,,
34,20,1,2,"00:25:20,602","00:25:29,091",Client,"Okay, i'll keep that in mind. I better pay you now. Who knows how this little trip will turn out?",neutral,Open question,31,,,,,,,,,,,,,
34,23,1,2,"00:25:39,720","00:25:48,519",Client,Don't worry about it. Aren't you gonna wish me luck?,neutral,Others,37,,,,,,,,,,,,,
35,1,1,3,"00:02:03,681","00:02:04,785",Client,Sophie.,neutral,Others,1,,,,,,,,,,,,,
35,2,1,3,"00:02:12,790","00:02:14,281",Client,Here?,neutral,Others,3,,,,,,,,,,,,,
35,4,1,3,"00:02:16,314","00:02:25,689",Client,"No, it's okay. Okay. Anna Colden recommended that i talk to you.",neutral,Restatement,6,,,,,,,,,,,,,
35,5,1,3,"00:02:29,190","00:02:39,749",Client,"She's my lawyer. She heard about you from a friend of yours. I mean, a friend of hers, Not a friend of yours. From a patient of yours Who is a friends of hers. Sorry.",neutral,Restatement,9,,,,,,,,,,,,,
35,8,1,3,"00:02:46,237","00:02:47,539",Client,I don't know.,neutral,Open question,19,,,,,,,,,,,,,
35,9,1,3,"00:02:51,105","00:02:54,463",Client,After my accident-- I told you on the phone about the accident.,neutral,Communication Skills,21,,,,,,,,,,,,,
35,10,1,3,"00:02:55,717","00:03:09,308",Client,"They told me that i need the opinion Of a psychiatrist Because the insurance company Of the car that hit me Has a problem with my injuries, or, Something like that. So that's why i'm here. I'm here for your professional opinion, Not for--",neutral,Restatement,24,,,,,,,,,,,,,
35,17,1,3,"00:03:22,584","00:03:25,881",Client,"No, Their insurance company Had me talk to a social worker.",disgust,Open question,39,,,,,,,,,,,,,
36,0,1,3,"00:03:27,161","00:03:44,887",Client,"She started Asking me all sorts of annoying questions. She was really annoying So i refused to talk to her. She started talking to me like She knew me or something, so I refused to talk. And, That didn't go over so well, so, My mother said it would be better If i came here to talk to you.",disgust,Communication Skills,0,,,,,,,,,,,,,
36,4,1,3,"00:03:51,642","00:04:01,104",Client,I really don't remember what happened. I was on my bicycle and a car ran into me And i don't remember what happened next.,neutral,Open question,15,,,,,,,,,,,,,
36,5,1,3,"00:04:06,443","00:04:08,709",Client,That i flew my bike right into the street.,joy,Approval,19,,,,,,,,,,,,,
36,7,1,3,"00:04:16,925","00:04:20,647",Client,"What that sounds like, Flying straight into the street?",joy,Open question,22,,,,,,,,,,,,,
36,10,1,3,"00:04:28,183","00:04:33,983",Client,Because... it reminds me of something About two years ago.,depression,Open question,27,,,,,,,,,,,,,
37,0,1,3,"00:04:34,675","00:05:06,210",Client,"A friend of mine, he, Took me out on this motorbike And he stopped to get something at A convenience store. Anyway, i was really bored, so, I pretended that i knew how to drive it. You know, you put your hands on the handlebars And you go like this. Well, It was one of those monster bikes-- Just by turning the handle a little it just flies. So suddenly i'm like zoom, and it takes off. My head whips back like this And when i looked back down i realize That i'm riding into the street. Totally crashed into a car.",depression,Communication Skills,0,,,,,,,,,,,,,
37,1,1,3,"00:05:10,415","00:05:19,504",Client,"There was this old woman standing nearby And she saw all this. I saw her, she did it on purpose. She tried to kill herself. She tried to kill herself.",disgust,Open question,16,,,,,,,,,,,,,
37,2,1,3,"00:05:21,381","00:05:23,929",Client,"Yeah, she was like a crazy woman.",disgust,Self-disclosure,22,,,,,,,,,,,,,
37,4,1,3,"00:05:30,315","00:05:35,968",Client,"No, not really. I wanted to kill her. I was just lying there.",disgust,Self-disclosure,25,,,,,,,,,,,,,
38,0,1,3,"00:05:35,969","00:05:54,092",Client,"I couldn't move. I couldn't do anything. I wanted to yell, shut up you-- You idiot. Why are you screaming? You know, but i couldn't speak. It's like this feeling-- When somebody says something about you And you can't defend yourself.",anger,Interpretation,0,,,,,,,,,,,,,
38,3,1,3,"00:05:59,738","00:06:01,685",Client,What does-- What does she have to do with it?,depression,Open question,10,,,,,,,,,,,,,
38,5,1,3,"00:06:05,463","00:06:09,793",Client,"Yeah, but i could have said something. I just didn't want to.",depression,Open question,13,,,,,,,,,,,,,
39,2,1,3,"00:06:19,219","00:06:21,297",Client,It's on that report.,neutral,Open question,2,,,,,,,,,,,,,
39,3,1,3,"00:06:27,024","00:06:31,533",Client,In a gas station on madison Near the gym where i train.,neutral,Open question,4,,,,,,,,,,,,,
39,4,1,3,"00:06:33,719","00:06:36,380",Client,I don't know. I told you I don't remember anything.,disgust,Open question,7,,,,,,,,,,,,,
39,6,1,3,"00:06:50,383","00:07:21,492",Client,No. My name is Sophie. I'm 16 years old. I've been a gymnast since the age Of six and a half. I was u.S. Junior champion athe age of 12. I'm an only child. I don't know. What do you want to know? In another few months Are the national trials-- Last chance to quality for the olympics. I'm kind of like An olympic hopeful.,disgust,Approval,11,,,,,,,,,,,,,
39,9,1,3,"00:07:27,469","00:07:28,690",Client,Thank you.,neutral,Open question,27,,,,,,,,,,,,,
39,10,1,3,"00:07:32,680","00:07:33,619",Client,What?,neutral,Interpretation,29,,,,,,,,,,,,,
39,12,1,3,"00:07:40,880","00:07:47,603",Client,It's great. I just don't have the energy For this is your life right now.,joy,Restatement,32,,,,,,,,,,,,,
39,13,1,3,"00:07:52,920","00:07:55,233",Client,"You know, like the tv show.",neutral,Self-disclosure,36,,,,,,,,,,,,,
39,14,1,3,"00:07:58,565","00:08:01,676",Client,It's on dvd. My mom's friend watches it all the time.,neutral,Open question,38,,,,,,,,,,,,,
39,15,1,3,"00:08:01,677","00:08:06,824",Client,It's okay. Some of the people on it are so old.,neutral,Open question,41,,,,,,,,,,,,,
39,16,1,3,"00:08:11,827","00:08:20,606",Client,"I don't know. Because they have nothing better to do. They're retired and they're dying off fast, so, They put them on the show before it's too late.",neutral,Open question,44,,,,,,,,,,,,,
40,0,1,3,"00:08:26,139","00:08:30,014",Client,So do you think you can help me With this professional opinion or not?,depression,Interpretation,0,,,,,,,,,,,,,
40,1,1,3,"00:08:32,687","00:08:33,638",Client,Why not?,depression,Interpretation,3,,,,,,,,,,,,,
40,5,1,3,"00:08:45,271","00:09:05,863",Client,"Okay. Okay, so i guess i'll leave. ( Sighs ) Would you at least like to read What it says in the report?",depression,Communication Skills,8,,,,,,,,,,,,,
40,6,1,3,"00:09:08,375","00:09:10,460",Client,"What, like you already know what it says.",disgust,Self-disclosure,13,,,,,,,,,,,,,
40,8,1,3,"00:09:14,225","00:09:20,644",Client,"Listen, I didn't come here to talk about myself. I just need your opinion.",anger,Restatement,16,,,,,,,,,,,,,
